OBJECTID,PARK_NO,PARK,the_geom,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
3015,225,WEST PULLMAN,POINT (-87.63211788428534 41.66964179677134),BASEBALL JR/SOFTBALL,OUTDOOR,-87.63211788,41.6696418,4443
3016,225,WEST PULLMAN,POINT (-87.63348441935692 41.66993566314028),BASEBALL JR/SOFTBALL,OUTDOOR,-87.63348442,41.66993566,4444
3017,225,WEST PULLMAN,POINT (-87.63115150361757 41.670395794358555),PLAYGROUND,OUTDOOR,-87.6311515,41.6703958,4445
3018,225,WEST PULLMAN,POINT (-87.63144087206037 41.670333085301195),SPRAY FEATURE,OUTDOOR,-87.63144087,41.67033309,4446
3019,225,WEST PULLMAN,POINT (-87.6334744734394 41.66915267777474),BASEBALL SR,OUTDOOR,-87.63347447,41.66915268,4447
3020,225,WEST PULLMAN,POINT (-87.63255904563847 41.67030767072601),TENNIS COURT,OUTDOOR,-87.63255905,41.67030767,4448
3021,225,WEST PULLMAN,POINT (-87.6326757418337 41.67030838219815),TENNIS COURT,OUTDOOR,-87.63267574,41.67030838,4449
3022,225,WEST PULLMAN,POINT (-87.63281091348702 41.67030460075559),TENNIS COURT,OUTDOOR,-87.63281091,41.6703046,4450
3023,225,WEST PULLMAN,POINT (-87.63296446073497 41.67030553653969),TENNIS COURT,OUTDOOR,-87.63296446,41.67030554,4451
3024,225,WEST PULLMAN,POINT (-87.63313643351722 41.6703065843735),TENNIS COURT,OUTDOOR,-87.63313643,41.67030659,4452
3025,1165,WESTERN,POINT (-87.68656123553593 41.89799777842348),PLAYGROUND PARK,OUTDOOR,-87.68656124,41.89799778,4453
3026,379,WHITE (EDWARD),POINT (-87.64950835691234 41.672834475103244),BASKETBALL COURT,OUTDOOR,-87.64950836,41.67283448,4454
3027,379,WHITE (EDWARD),POINT (-87.64930544293996 41.67283326761236),BASKETBALL COURT,OUTDOOR,-87.64930544,41.67283327,4455
3028,379,WHITE (EDWARD),POINT (-87.65001327648642 41.67346875573489),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.65001328,41.67346876,4456
3029,379,WHITE (EDWARD),POINT (-87.65037381810586 41.67268913379217),GYMNASIUM,INDOOR,-87.65037382,41.67268913,4457
3030,379,WHITE (EDWARD),POINT (-87.65062636382338 41.67332970451374),BASEBALL JR/SOFTBALL,OUTDOOR,-87.65062636,41.67332971,4458
3031,379,WHITE (EDWARD),POINT (-87.6493783651581 41.673774438149955),BASEBALL JR/SOFTBALL,OUTDOOR,-87.64937837,41.67377444,4459
3609,115,LOYOLA,POINT (-87.66167276368205 42.01229576992155),BASKETBALL BACKBOARD,OUTDOOR,-87.66167276,42.01229577,5038
3610,1122,LUELLA,POINT (-87.56719370172888 41.712726748082176),BASKETBALL BACKBOARD,OUTDOOR,-87.5671937,41.71272675,5039
3611,1122,LUELLA,POINT (-87.56728064625538 41.71291394273976),BASKETBALL BACKBOARD,OUTDOOR,-87.56728065,41.71291394,5040
3612,504,MANDRAKE (HENRY BROWN),POINT (-87.60781794029627 41.82314185444301),BASKETBALL BACKBOARD,OUTDOOR,-87.60781794,41.82314186,5041
3613,504,MANDRAKE (HENRY BROWN),POINT (-87.60762171010809 41.82314633203757),BASKETBALL BACKBOARD,OUTDOOR,-87.60762171,41.82314633,5042
3614,504,MANDRAKE (HENRY BROWN),POINT (-87.60761390785594 41.82293474581094),BASKETBALL BACKBOARD,OUTDOOR,-87.60761391,41.82293475,5043
3615,504,MANDRAKE (HENRY BROWN),POINT (-87.60781268540188 41.8229302843186),BASKETBALL BACKBOARD,OUTDOOR,-87.60781269,41.82293029,5044
3616,1045,MAPLEWOOD,POINT (-87.69141869166482 41.91113199834303),BASKETBALL BACKBOARD,OUTDOOR,-87.69141869,41.911132,5045
3617,1045,MAPLEWOOD,POINT (-87.69141518630056 41.91116354185439),BASKETBALL BACKBOARD,OUTDOOR,-87.69141519,41.91116354,5046
3618,10,MARQUETTE (JACQUES),POINT (-87.69846637593548 41.76482228791709),BASKETBALL BACKBOARD,OUTDOOR,-87.69846638,41.76482229,5047
3619,10,MARQUETTE (JACQUES),POINT (-87.69837184170215 41.76492677264415),BASKETBALL BACKBOARD,OUTDOOR,-87.69837184,41.76492677,5048
3620,10,MARQUETTE (JACQUES),POINT (-87.69846644740504 41.76503071166867),BASKETBALL BACKBOARD,OUTDOOR,-87.69846645,41.76503071,5049
3621,10,MARQUETTE (JACQUES),POINT (-87.69857162167138 41.76492469471596),BASKETBALL BACKBOARD,OUTDOOR,-87.69857162,41.7649247,5050
3622,10,MARQUETTE (JACQUES),POINT (-87.70163941633122 41.770862780633934),BASKETBALL BACKBOARD,OUTDOOR,-87.70163942,41.77086278,5051
3623,10,MARQUETTE (JACQUES),POINT (-87.70163048005136 41.77067107662015),BASKETBALL BACKBOARD,OUTDOOR,-87.70163048,41.77067108,5052
3624,10,MARQUETTE (JACQUES),POINT (-87.70189556070227 41.77066578474898),BASKETBALL BACKBOARD,OUTDOOR,-87.70189556,41.77066579,5053
3625,10,MARQUETTE (JACQUES),POINT (-87.70190269500301 41.77085747974003),BASKETBALL BACKBOARD,OUTDOOR,-87.70190269,41.77085748,5054
3626,1046,MARSHFIELD,POINT (-87.6647460953405 41.735333139398946),BASKETBALL BACKBOARD,OUTDOOR,-87.6647461,41.73533314,5055
3627,1046,MARSHFIELD,POINT (-87.66475624946906 41.73554902102493),BASKETBALL BACKBOARD,OUTDOOR,-87.66475625,41.73554902,5056
3628,241,MATHER (STEPHEN TYNG),POINT (-87.69955758626469 41.98878597063942),BASKETBALL BACKBOARD,OUTDOOR,-87.69955759,41.98878597,5057
3629,241,MATHER (STEPHEN TYNG),POINT (-87.69981140368677 41.988788562793694),BASKETBALL BACKBOARD,OUTDOOR,-87.6998114,41.98878856,5058
3630,241,MATHER (STEPHEN TYNG),POINT (-87.69982067800298 41.98898037417158),BASKETBALL BACKBOARD,OUTDOOR,-87.69982068,41.98898038,5059
3631,241,MATHER (STEPHEN TYNG),POINT (-87.6995651912108 41.988984919599304),BASKETBALL BACKBOARD,OUTDOOR,-87.69956519,41.98898492,5060
3893,1065,"TOUHY-HERBERT (JOHN, VICTOR)",POINT (-87.67954683052504 41.87966981894266),BASKETBALL BACKBOARD,OUTDOOR,-87.67954683,41.87966982,5322
3894,1017,TREBES,POINT (-87.65732099080961 41.92248530092923),BASKETBALL BACKBOARD,OUTDOOR,-87.65732099,41.9224853,5323
3895,16,TRUMBULL (LYMAN),POINT (-87.56517967195575 41.70552994565336),BASKETBALL BACKBOARD,OUTDOOR,-87.56517967,41.70552995,5324
3896,16,TRUMBULL (LYMAN),POINT (-87.56527002698968 41.70563060275888),BASKETBALL BACKBOARD,OUTDOOR,-87.56527003,41.7056306,5325
3897,16,TRUMBULL (LYMAN),POINT (-87.56517981085489 41.705731958971484),BASKETBALL BACKBOARD,OUTDOOR,-87.56517981,41.70573196,5326
3898,16,TRUMBULL (LYMAN),POINT (-87.56509450727776 41.70563419422895),BASKETBALL BACKBOARD,OUTDOOR,-87.56509451,41.7056342,5327
3899,18,TULEY (MURRAY),POINT (-87.61053231105676 41.729643779954834),BASKETBALL BACKBOARD,OUTDOOR,-87.61053231,41.72964378,5328
3900,18,TULEY (MURRAY),POINT (-87.61052007013748 41.729459080767334),BASKETBALL BACKBOARD,OUTDOOR,-87.61052007,41.72945908,5329
3901,18,TULEY (MURRAY),POINT (-87.61063962461091 41.72957417980112),BASKETBALL BACKBOARD,OUTDOOR,-87.61063962,41.72957418,5330
3902,18,TULEY (MURRAY),POINT (-87.61089405628881 41.72957220622459),BASKETBALL BACKBOARD,OUTDOOR,-87.61089406,41.72957221,5331
3903,210,UNION,POINT (-87.66427491780676 41.883717097227894),BASKETBALL BACKBOARD,OUTDOOR,-87.66427492,41.8837171,5332
3904,210,UNION,POINT (-87.66415864455281 41.88386220738966),BASKETBALL BACKBOARD,OUTDOOR,-87.66415864,41.88386221,5333
3905,210,UNION,POINT (-87.66442336882305 41.8839709468973),BASKETBALL BACKBOARD,OUTDOOR,-87.66442337,41.88397095,5334
3906,210,UNION,POINT (-87.66453571347968 41.88383581817411),BASKETBALL BACKBOARD,OUTDOOR,-87.66453571,41.88383582,5335
3907,371,VALLEY FORGE,POINT (-87.79886680429584 41.78445677006829),BASKETBALL BACKBOARD,OUTDOOR,-87.7988668,41.78445677,5336
3908,371,VALLEY FORGE,POINT (-87.79901903075887 41.7845229891452),BASKETBALL BACKBOARD,OUTDOOR,-87.79901903,41.78452299,5337
3909,371,VALLEY FORGE,POINT (-87.79916608912299 41.78444506001096),BASKETBALL BACKBOARD,OUTDOOR,-87.79916609,41.78444506,5338
3910,371,VALLEY FORGE,POINT (-87.79902021742245 41.78438006185797),BASKETBALL BACKBOARD,OUTDOOR,-87.79902022,41.78438006,5339
3911,371,VALLEY FORGE,POINT (-87.7990179930797 41.78445628216312),BASKETBALL COURT,OUTDOOR,-87.79901799,41.78445628,5340
3912,233,VITTUM (HARRIET ELIZABETH),POINT (-87.74802306501702 41.80265740369201),BASKETBALL BACKBOARD,OUTDOOR,-87.74802307,41.8026574,5341
3913,233,VITTUM (HARRIET ELIZABETH),POINT (-87.74802962620073 41.80281108895859),BASKETBALL BACKBOARD,OUTDOOR,-87.74802963,41.80281109,5342
3914,428,WARREN (LAURENCE),POINT (-87.68791993706044 42.00363942794182),BASKETBALL BACKBOARD,OUTDOOR,-87.68791994,42.00363943,5343
3915,428,WARREN (LAURENCE),POINT (-87.68790919634611 42.003438078875085),BASKETBALL BACKBOARD,OUTDOOR,-87.6879092,42.00343808,5344
3916,428,WARREN (LAURENCE),POINT (-87.68823502304413 42.00343157344974),BASKETBALL BACKBOARD,OUTDOOR,-87.68823502,42.00343157,5345
3917,428,WARREN (LAURENCE),POINT (-87.688244166711 42.00363291261222),BASKETBALL BACKBOARD,OUTDOOR,-87.68824417,42.00363291,5346
3918,428,WARREN (LAURENCE),POINT (-87.68795922836487 42.0013173820926),BASKETBALL BACKBOARD,OUTDOOR,-87.68795923,42.00131738,5347
3919,428,WARREN (LAURENCE),POINT (-87.68786510294025 42.00140356114109),BASKETBALL BACKBOARD,OUTDOOR,-87.6878651,42.00140356,5348
3920,428,WARREN (LAURENCE),POINT (-87.68796882798934 42.00150514614583),BASKETBALL BACKBOARD,OUTDOOR,-87.68796883,42.00150515,5349
3921,428,WARREN (LAURENCE),POINT (-87.68805420353681 42.00139985979653),BASKETBALL BACKBOARD,OUTDOOR,-87.6880542,42.00139986,5350
3922,428,WARREN (LAURENCE),POINT (-87.68818707991858 42.00139774814444),BASKETBALL BACKBOARD,OUTDOOR,-87.68818708,42.00139775,5351
3923,428,WARREN (LAURENCE),POINT (-87.6880992264462 42.00149539763225),BASKETBALL BACKBOARD,OUTDOOR,-87.68809923,42.0014954,5352
3924,428,WARREN (LAURENCE),POINT (-87.68818248425863 42.0015997259194),BASKETBALL BACKBOARD,OUTDOOR,-87.68818248,42.00159973,5353
3925,428,WARREN (LAURENCE),POINT (-87.6882805848406 42.001499275428294),BASKETBALL BACKBOARD,OUTDOOR,-87.68828058,42.00149928,5354
3926,21,WASHINGTON (GEORGE),POINT (-87.61548690185408 41.78620745576628),BASKETBALL BACKBOARD,OUTDOOR,-87.6154869,41.78620746,5355
3927,21,WASHINGTON (GEORGE),POINT (-87.61548438937585 41.78643267997108),BASKETBALL BACKBOARD,OUTDOOR,-87.61548439,41.78643268,5356
3928,21,WASHINGTON (GEORGE),POINT (-87.61549996286962 41.786535387091234),BASKETBALL BACKBOARD,OUTDOOR,-87.61549996,41.78653539,5357
3929,21,WASHINGTON (GEORGE),POINT (-87.61550427701249 41.78674813991283),BASKETBALL BACKBOARD,OUTDOOR,-87.61550428,41.78674814,5358
3930,21,WASHINGTON (GEORGE),POINT (-87.61549976162175 41.78685322358495),BASKETBALL BACKBOARD,OUTDOOR,-87.61549976,41.78685322,5359
3931,21,WASHINGTON (GEORGE),POINT (-87.61550680572788 41.78712105282955),BASKETBALL BACKBOARD,OUTDOOR,-87.61550681,41.78712105,5360
3932,21,WASHINGTON (GEORGE),POINT (-87.61551276695825 41.78718615959478),BASKETBALL BACKBOARD,OUTDOOR,-87.61551277,41.78718616,5361
3933,21,WASHINGTON (GEORGE),POINT (-87.61550654742793 41.78744389490533),BASKETBALL BACKBOARD,OUTDOOR,-87.61550655,41.7874439,5362
3934,21,WASHINGTON (GEORGE),POINT (-87.61560733624324 41.79038347246429),BASKETBALL BACKBOARD,OUTDOOR,-87.61560734,41.79038347,5363
3935,21,WASHINGTON (GEORGE),POINT (-87.61559804547406 41.79064549304198),BASKETBALL BACKBOARD,OUTDOOR,-87.61559805,41.79064549,5364
3936,21,WASHINGTON (GEORGE),POINT (-87.61560037934899 41.790721748692036),BASKETBALL BACKBOARD,OUTDOOR,-87.61560038,41.79072175,5365
3937,21,WASHINGTON (GEORGE),POINT (-87.61560705847182 41.79097910435794),BASKETBALL BACKBOARD,OUTDOOR,-87.61560706,41.79097911,5366
3938,21,WASHINGTON (GEORGE),POINT (-87.61562368809483 41.791200784434956),BASKETBALL BACKBOARD,OUTDOOR,-87.61562369,41.79120079,5367
3939,21,WASHINGTON (GEORGE),POINT (-87.61562721076662 41.79145573712195),BASKETBALL BACKBOARD,OUTDOOR,-87.61562721,41.79145574,5368
3940,21,WASHINGTON (GEORGE),POINT (-87.61562654636144 41.79151529677591),BASKETBALL BACKBOARD,OUTDOOR,-87.61562655,41.7915153,5369
3941,21,WASHINGTON (GEORGE),POINT (-87.615636542885 41.791760759650295),BASKETBALL BACKBOARD,OUTDOOR,-87.61563654,41.79176076,5370
17033,219,HUMBOLDT (ALEXANDER VON),POINT (-87.7039540373334 41.902060357954994),COMMUNITY GARDEN,OUTDOOR,-87.70395404,41.90206036,5977
17034,100,LINCOLN (ABRAHAM),POINT (-87.65054652859986 41.97443220116844),COMMUNITY GARDEN,OUTDOOR,-87.65054653,41.9744322,5978
3944,21,WASHINGTON (GEORGE),POINT (-87.61564782247017 41.79217658284963),BASKETBALL BACKBOARD,OUTDOOR,-87.61564782,41.79217658,5373
3945,21,WASHINGTON (GEORGE),POINT (-87.61564253977403 41.792364769679715),BASKETBALL BACKBOARD,OUTDOOR,-87.61564254,41.79236477,5374
3946,286,WENTWORTH (JOHN) GARDENS,POINT (-87.63208731235655 41.82519924627686),BASKETBALL BACKBOARD,OUTDOOR,-87.63208731,41.82519925,5375
3947,286,WENTWORTH (JOHN) GARDENS,POINT (-87.6323962738729 41.82519636834195),BASKETBALL BACKBOARD,OUTDOOR,-87.63239627,41.82519637,5376
3948,238,WENTWORTH (JOHN),POINT (-87.78014926561673 41.78909001364532),BASKETBALL BACKBOARD,OUTDOOR,-87.78014927,41.78909001,5377
3949,238,WENTWORTH (JOHN),POINT (-87.78029062598088 41.78908640674537),BASKETBALL BACKBOARD,OUTDOOR,-87.78029063,41.78908641,5378
3950,238,WENTWORTH (JOHN),POINT (-87.78043771381672 41.789082826336184),BASKETBALL BACKBOARD,OUTDOOR,-87.78043771,41.78908283,5379
3951,238,WENTWORTH (JOHN),POINT (-87.7804374257774 41.788894155048396),BASKETBALL BACKBOARD,OUTDOOR,-87.78043743,41.78889416,5380
3952,238,WENTWORTH (JOHN),POINT (-87.78028844030452 41.78889629655491),BASKETBALL BACKBOARD,OUTDOOR,-87.78028844,41.7888963,5381
3953,238,WENTWORTH (JOHN),POINT (-87.78014140083685 41.788894159736714),BASKETBALL BACKBOARD,OUTDOOR,-87.7801414,41.78889416,5382
3954,249,WEST CHATHAM,POINT (-87.6311912358592 41.74461591566084),BASKETBALL BACKBOARD,OUTDOOR,-87.63119124,41.74461592,5383
3955,249,WEST CHATHAM,POINT (-87.63120181952586 41.744812274422415),BASKETBALL BACKBOARD,OUTDOOR,-87.63120182,41.74481228,5384
3956,225,WEST PULLMAN,POINT (-87.63122383669491 41.669035541276415),BASKETBALL BACKBOARD,OUTDOOR,-87.63122384,41.66903554,5385
3957,225,WEST PULLMAN,POINT (-87.63147031911925 41.66911513610327),BASKETBALL BACKBOARD,OUTDOOR,-87.63147032,41.66911514,5386
3958,379,WHITE (EDWARD),POINT (-87.6495120289031 41.672953521747395),BASKETBALL BACKBOARD,OUTDOOR,-87.64951203,41.67295352,5387
3959,379,WHITE (EDWARD),POINT (-87.6493113391568 41.67295464235884),BASKETBALL BACKBOARD,OUTDOOR,-87.64931134,41.67295464,5388
3960,379,WHITE (EDWARD),POINT (-87.6493075662061 41.67272777094906),BASKETBALL BACKBOARD,OUTDOOR,-87.64930757,41.67272777,5389
3961,379,WHITE (EDWARD),POINT (-87.64949906817479 41.67271965110018),BASKETBALL BACKBOARD,OUTDOOR,-87.64949907,41.67271965,5390
3962,1043,WHITE (WILLYE B.),POINT (-87.67112749496422 42.0199135553688),BASKETBALL BACKBOARD,OUTDOOR,-87.67112749,42.01991356,5391
3032,379,WHITE (EDWARD),POINT (-87.64940538007113 41.673112440432114),BASEBALL JR/SOFTBALL,OUTDOOR,-87.64940538,41.67311244,4460
3033,379,WHITE (EDWARD),POINT (-87.64983668008949 41.67286857232804),PLAYGROUND,OUTDOOR,-87.64983668,41.67286857,4461
3034,379,WHITE (EDWARD),POINT (-87.64975368610712 41.67287879316941),SPRAY FEATURE,OUTDOOR,-87.64975369,41.67287879,4462
3035,379,WHITE (EDWARD),POINT (-87.64948894102699 41.672508637963595),TENNIS COURT,OUTDOOR,-87.64948894,41.67250864,4463
3036,379,WHITE (EDWARD),POINT (-87.64931177181897 41.67250544077706),TENNIS COURT,OUTDOOR,-87.64931177,41.67250544,4464
3037,1043,WHITE (WILLYE B.),POINT (-87.67154392181142 42.01991203708651),BASKETBALL COURT,OUTDOOR,-87.67154392,42.01991204,4465
3038,1043,WHITE (WILLYE B.),POINT (-87.67125464319228 42.01990674236818),BASKETBALL COURT,OUTDOOR,-87.67125464,42.01990674,4466
3039,1043,WHITE (WILLYE B.),POINT (-87.67032350365734 42.01966567661403),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6703235,42.01966568,4467
3040,1043,WHITE (WILLYE B.),POINT (-87.67091352363265 42.020211172769336),PLAYGROUND,OUTDOOR,-87.67091352,42.02021117,4468
3041,1043,WHITE (WILLYE B.),POINT (-87.67136620935014 42.019682313159706),FITNESS CENTER,INDOOR,-87.67136621,42.01968231,4469
3043,214,"WICKER (CHARLES, JOEL)",POINT (-87.67617886149412 41.907477636168984),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.67617886,41.90747764,4471
3044,214,"WICKER (CHARLES, JOEL)",POINT (-87.67722167605747 41.90783430406165),COMMUNITY GARDEN,OUTDOOR,-87.67722168,41.9078343,4472
3045,214,"WICKER (CHARLES, JOEL)",POINT (-87.67525599836505 41.90737414313285),DOG FRIENDLY AREA,OUTDOOR,-87.675256,41.90737414,4473
3046,214,"WICKER (CHARLES, JOEL)",POINT (-87.67675568797694 41.908052422080836),GYMNASIUM,INDOOR,-87.67675569,41.90805242,4474
3047,214,"WICKER (CHARLES, JOEL)",POINT (-87.67604939154143 41.90778678936269),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67604939,41.90778679,4475
3048,214,"WICKER (CHARLES, JOEL)",POINT (-87.67672168905571 41.90828852021301),PLAYGROUND,OUTDOOR,-87.67672169,41.90828852,4476
3049,214,"WICKER (CHARLES, JOEL)",POINT (-87.67687100991161 41.90828937396202),SPRAY FEATURE,OUTDOOR,-87.67687101,41.90828937,4477
3050,449,WIEBOLDT (WILLIAM),POINT (-87.67291414507856 41.936582720360235),PLAYGROUND PARK,OUTDOOR,-87.67291415,41.93658272,4478
3051,257,WILDWOOD,POINT (-87.77937194424173 42.00697320259407),BASKETBALL COURT,OUTDOOR,-87.77937194,42.0069732,4479
3052,257,WILDWOOD,POINT (-87.78040545953667 42.0076306688717),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.78040546,42.00763067,4480
3053,257,WILDWOOD,POINT (-87.77909737467411 42.00721262820259),GYMNASIUM,INDOOR,-87.77909737,42.00721263,4481
3054,257,WILDWOOD,POINT (-87.78029124907555 42.00660237966319),BASEBALL JR/SOFTBALL,OUTDOOR,-87.78029125,42.00660238,4482
3055,257,WILDWOOD,POINT (-87.78023957223321 42.00818457688588),BASEBALL JR/SOFTBALL,OUTDOOR,-87.78023957,42.00818458,4483
3056,257,WILDWOOD,POINT (-87.77998722759123 42.00717795883736),BASEBALL JR/SOFTBALL,OUTDOOR,-87.77998723,42.00717796,4484
3057,257,WILDWOOD,POINT (-87.77948134404076 42.007494131828444),PLAYGROUND,OUTDOOR,-87.77948134,42.00749413,4485
3058,257,WILDWOOD,POINT (-87.77953224737453 42.007097881302556),SPRAY FEATURE,OUTDOOR,-87.77953225,42.00709788,4486
3059,257,WILDWOOD,POINT (-87.78094526791506 42.00781625943494),BASEBALL SR,OUTDOOR,-87.78094527,42.00781626,4487
3060,257,WILDWOOD,POINT (-87.77933682902041 42.00664379923846),TENNIS COURT,OUTDOOR,-87.77933683,42.0066438,4488
3061,257,WILDWOOD,POINT (-87.77911285833125 42.00674538197759),TENNIS COURT,OUTDOOR,-87.77911286,42.00674538,4489
3062,261,WILLIAMS (DANIEL HALE),POINT (-87.62920480856597 41.8431253420493),BASKETBALL COURT,OUTDOOR,-87.62920481,41.84312534,4490
3063,261,WILLIAMS (DANIEL HALE),POINT (-87.62865868565513 41.842437546882934),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.62865869,41.84243755,4491
3065,261,WILLIAMS (DANIEL HALE),POINT (-87.62810290654853 41.84265703616123),BASEBALL JR/SOFTBALL,OUTDOOR,-87.62810291,41.84265704,4493
3066,261,WILLIAMS (DANIEL HALE),POINT (-87.62948337961677 41.843868500673345),PLAYGROUND,OUTDOOR,-87.62948338,41.8438685,4494
3067,261,WILLIAMS (DANIEL HALE),POINT (-87.62951275470866 41.84409498624273),SPRAY FEATURE,OUTDOOR,-87.62951275,41.84409499,4495
3068,261,WILLIAMS (DANIEL HALE),POINT (-87.62921509179019 41.842187425364735),BASEBALL SR,OUTDOOR,-87.62921509,41.84218743,4496
3069,261,WILLIAMS (DANIEL HALE),POINT (-87.62728767973678 41.84273542761428),WATER PLAYGROUND,OUTDOOR,-87.62728768,41.84273543,4497
3070,145,WILSON (FRANK),POINT (-87.75894440979043 41.963962426594726),BASKETBALL COURT,OUTDOOR,-87.75894441,41.96396243,4498
3071,145,WILSON (FRANK),POINT (-87.75984626199431 41.96450248278264),BASEBALL JR/SOFTBALL,OUTDOOR,-87.75984626,41.96450248,4499
3072,145,WILSON (FRANK),POINT (-87.76081161974757 41.9647854533086),BASEBALL JR/SOFTBALL,OUTDOOR,-87.76081162,41.96478545,4500
3073,145,WILSON (FRANK),POINT (-87.75898152575593 41.964784615142634),PLAYGROUND,OUTDOOR,-87.75898153,41.96478462,4501
3074,145,WILSON (FRANK),POINT (-87.75920058291533 41.96454907447571),VOLLEYBALL (SAND),OUTDOOR,-87.75920058,41.96454908,4502
3076,145,WILSON (FRANK),POINT (-87.75927247451845 41.963976522632),TENNIS COURT,OUTDOOR,-87.75927247,41.96397652,4504
3077,145,WILSON (FRANK),POINT (-87.75943937994991 41.96397320565891),TENNIS COURT,OUTDOOR,-87.75943938,41.96397321,4505
3078,145,WILSON (FRANK),POINT (-87.75959519952191 41.963965680721635),TENNIS COURT,OUTDOOR,-87.7595952,41.96396568,4506
3079,145,WILSON (FRANK),POINT (-87.75891036048894 41.964408088737514),WATER PLAYGROUND,OUTDOOR,-87.75891036,41.96440809,4507
3080,1071,WILSON (JOHN),POINT (-87.65425434304142 41.83183243201359),PLAYGROUND,OUTDOOR,-87.65425434,41.83183243,4508
3081,1071,WILSON (JOHN),POINT (-87.6541782190494 41.83172458747383),SPRAY FEATURE,OUTDOOR,-87.65417822,41.83172459,4509
3082,1018,WILSON (JOHN) COMM. CTR.,POINT (-87.65562310454473 41.83535032622629),GYMNASIUM,INDOOR,-87.6556231,41.83535033,4510
3083,486,WINNEMAC,POINT (-87.68187334343345 41.97554591104641),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.68187334,41.97554591,4511
3084,486,WINNEMAC,POINT (-87.68232018320607 41.97256580344983),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68232018,41.9725658,4512
3085,486,WINNEMAC,POINT (-87.68112600635314 41.972615663123754),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68112601,41.97261566,4513
3086,486,WINNEMAC,POINT (-87.67966306748929 41.972633087458846),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67966307,41.97263309,4514
3087,486,WINNEMAC,POINT (-87.6809764069202 41.97375271566876),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68097641,41.97375272,4515
3088,486,WINNEMAC,POINT (-87.68384333299684 41.972734046150656),PLAYGROUND,OUTDOOR,-87.68384333,41.97273405,4516
3089,486,WINNEMAC,POINT (-87.68198788773778 41.97470585304685),BASEBALL SR,OUTDOOR,-87.68198789,41.97470585,4517
3090,486,WINNEMAC,POINT (-87.68382184438333 41.97349080970292),TENNIS COURT,OUTDOOR,-87.68382184,41.97349081,4518
3091,486,WINNEMAC,POINT (-87.68248276235725 41.97353986354043),TENNIS COURT,OUTDOOR,-87.68248276,41.97353986,4519
3092,403,WOLCOTT (ALEXANDER),POINT (-87.67099095409816 41.7742313526548),PLAYGROUND PARK,OUTDOOR,-87.67099095,41.77423135,4520
3093,1072,WOLFE (RICHARD),POINT (-87.54334044960206 41.69866256145795),BASKETBALL COURT,OUTDOOR,-87.54334045,41.69866256,4521
3094,1072,WOLFE (RICHARD),POINT (-87.54321719904847 41.69791312513208),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.5432172,41.69791313,4522
3095,1072,WOLFE (RICHARD),POINT (-87.54318814628527 41.69866366803463),HORSESHOE COURT,OUTDOOR,-87.54318815,41.69866367,4523
3096,1072,WOLFE (RICHARD),POINT (-87.54290571425061 41.69755914597003),BASEBALL JR/SOFTBALL,OUTDOOR,-87.54290571,41.69755915,4524
3097,1072,WOLFE (RICHARD),POINT (-87.54343910934517 41.698348832588714),BASEBALL JR/SOFTBALL,OUTDOOR,-87.54343911,41.69834883,4525
3098,1072,WOLFE (RICHARD),POINT (-87.54287115309185 41.698739013176166),PLAYGROUND,OUTDOOR,-87.54287115,41.69873901,4526
3099,1072,WOLFE (RICHARD),POINT (-87.54283730655095 41.698921825739205),SPRAY FEATURE,OUTDOOR,-87.54283731,41.69892183,4527
3100,316,WOOD (ELIZABETH),POINT (-87.6833847317716 41.9347026093817),PLAYGROUND,OUTDOOR,-87.68338473,41.93470261,4528
3101,1073,WOODHULL (ROSS),POINT (-87.58473526562746 41.762108299136294),BASKETBALL COURT,OUTDOOR,-87.58473527,41.7621083,4529
3102,1073,WOODHULL (ROSS),POINT (-87.58382629185105 41.76168790493488),BASKETBALL COURT,OUTDOOR,-87.58382629,41.76168791,4530
3103,1073,WOODHULL (ROSS),POINT (-87.58400571128266 41.762234206697464),PLAYGROUND,OUTDOOR,-87.58400571,41.76223421,4531
3104,1073,WOODHULL (ROSS),POINT (-87.58400491696106 41.761979900014246),SPRAY FEATURE,OUTDOOR,-87.58400492,41.7619799,4532
3105,1073,WOODHULL (ROSS),POINT (-87.58434565150124 41.761886583977144),TRACK,OUTDOOR,-87.58434565,41.76188658,4533
3106,1074,WRIGHTWOOD,POINT (-87.66663850171368 41.927912250558),BASKETBALL COURT,OUTDOOR,-87.6666385,41.92791225,4534
3107,1074,WRIGHTWOOD,POINT (-87.66639456348616 41.927917929418015),BASKETBALL COURT,OUTDOOR,-87.66639456,41.92791793,4535
