OBJECTID,PARK_NO,PARK,the_geom,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
1066,9,HAMILTON (ALEXANDER),POINT (-87.63769762611605 41.76299921071406),CULTURAL CENTER,SPECIAL,-87.63769763,41.76299921,2494
1067,9,HAMILTON (ALEXANDER),POINT (-87.63792902987225 41.76281652333733),GYMNASIUM,INDOOR,-87.63792903,41.76281652,2495
1068,9,HAMILTON (ALEXANDER),POINT (-87.63691359952921 41.76084938932824),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6369136,41.76084939,2496
1069,9,HAMILTON (ALEXANDER),POINT (-87.63832013450852 41.76200535544225),BASEBALL JR/SOFTBALL,OUTDOOR,-87.63832013,41.76200536,2497
1070,9,HAMILTON (ALEXANDER),POINT (-87.63805916837423 41.760473845106304),BASEBALL JR/SOFTBALL,OUTDOOR,-87.63805917,41.76047385,2498
1071,9,HAMILTON (ALEXANDER),POINT (-87.63674047085885 41.76111277250026),BASEBALL JR/SOFTBALL,OUTDOOR,-87.63674047,41.76111277,2499
1072,9,HAMILTON (ALEXANDER),POINT (-87.6359054976673 41.761924615184846),POOL (OUTDOOR),OUTDOOR,-87.6359055,41.76192462,2500
1073,9,HAMILTON (ALEXANDER),POINT (-87.63686292205551 41.762619835913384),PLAYGROUND,OUTDOOR,-87.63686292,41.76261984,2501
1074,9,HAMILTON (ALEXANDER),POINT (-87.63660514607702 41.76312824964004),SPRAY FEATURE,OUTDOOR,-87.63660515,41.76312825,2502
1075,9,HAMILTON (ALEXANDER),POINT (-87.63842974936185 41.76119855500161),BASEBALL SR,OUTDOOR,-87.63842975,41.76119856,2503
1076,9,HAMILTON (ALEXANDER),POINT (-87.63700301507258 41.761912383626324),BASEBALL SR,OUTDOOR,-87.63700302,41.76191238,2504
1077,9,HAMILTON (ALEXANDER),POINT (-87.63562214880352 41.76304673246522),TENNIS COURT,OUTDOOR,-87.63562215,41.76304673,2505
1078,9,HAMILTON (ALEXANDER),POINT (-87.63583036537166 41.76303855288072),TENNIS COURT,OUTDOOR,-87.63583037,41.76303855,2506
1079,9,HAMILTON (ALEXANDER),POINT (-87.63601325403944 41.763039663057285),TENNIS COURT,OUTDOOR,-87.63601325,41.76303966,2507
1080,9,HAMILTON (ALEXANDER),POINT (-87.63617086599992 41.76304534104553),TENNIS COURT,OUTDOOR,-87.63617087,41.76304534,2508
1081,9,HAMILTON (ALEXANDER),POINT (-87.63634114069093 41.763046374157014),TENNIS COURT,OUTDOOR,-87.63634114,41.76304637,2509
1082,9,HAMILTON (ALEXANDER),POINT (-87.63635087135543 41.76273005885593),TENNIS COURT,OUTDOOR,-87.63635087,41.76273006,2510
1083,9,HAMILTON (ALEXANDER),POINT (-87.63616167658033 41.76272891095204),TENNIS COURT,OUTDOOR,-87.63616168,41.76272891,2511
1084,9,HAMILTON (ALEXANDER),POINT (-87.63599770850563 41.7627279158544),TENNIS COURT,OUTDOOR,-87.63599771,41.76272792,2512
1085,106,HAMLIN (HANNIBAL),POINT (-87.68030436443362 41.93675714691855),BASKETBALL COURT,OUTDOOR,-87.68030436,41.93675715,2513
1086,106,HAMLIN (HANNIBAL),POINT (-87.67917786526876 41.93654865287884),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.67917787,41.93654865,2514
1088,106,HAMLIN (HANNIBAL),POINT (-87.68032910446819 41.93604307713284),DOG FRIENDLY AREA,OUTDOOR,-87.6803291,41.93604308,2516
1089,106,HAMLIN (HANNIBAL),POINT (-87.67982968492478 41.937481110855266),FITNESS CENTER,INDOOR,-87.67982968,41.93748111,2517
1090,106,HAMLIN (HANNIBAL),POINT (-87.68024830957748 41.93708947936905),GYMNASIUM,INDOOR,-87.68024831,41.93708948,2518
1091,106,HAMLIN (HANNIBAL),POINT (-87.67866497812392 41.93696155271616),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67866498,41.93696155,2519
1092,106,HAMLIN (HANNIBAL),POINT (-87.67962215442877 41.936216303678314),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67962215,41.9362163,2520
1093,106,HAMLIN (HANNIBAL),POINT (-87.68022837813001 41.93736144738786),POOL (OUTDOOR),OUTDOOR,-87.68022838,41.93736145,2521
1094,106,HAMLIN (HANNIBAL),POINT (-87.67930194094691 41.9374891106276),PLAYGROUND,OUTDOOR,-87.67930194,41.93748911,2522
1095,106,HAMLIN (HANNIBAL),POINT (-87.67961856447937 41.936909640197584),BASEBALL SR,OUTDOOR,-87.67961856,41.93690964,2523
1096,106,HAMLIN (HANNIBAL),POINT (-87.67866522109739 41.93625516304752),BASEBALL SR,OUTDOOR,-87.67866522,41.93625516,2524
1097,106,HAMLIN (HANNIBAL),POINT (-87.6803931962225 41.9362623962388),TENNIS COURT,OUTDOOR,-87.6803932,41.9362624,2525
1098,106,HAMLIN (HANNIBAL),POINT (-87.6802116214973 41.93626657644215),TENNIS COURT,OUTDOOR,-87.68021162,41.93626658,2526
1099,1111,HANSBERRY (LORRAINE),POINT (-87.62029752057006 41.79189637832688),PLAYGROUND PARK,OUTDOOR,-87.62029752,41.79189638,2527
1100,1106,HARDING (FREDERICK),POINT (-87.72480188746431 41.90240852987116),PLAYGROUND PARK,OUTDOOR,-87.72480189,41.90240853,2528
1101,1033,HARDING (GEORGE),POINT (-87.6183578861948 41.80501454892261),BASKETBALL COURT,OUTDOOR,-87.61835789,41.80501455,2529
1102,1033,HARDING (GEORGE),POINT (-87.6183667222086 41.80554793355552),PLAYGROUND,OUTDOOR,-87.61836672,41.80554793,2530
1103,1033,HARDING (GEORGE),POINT (-87.61843218596124 41.80521388014025),VOLLEYBALL,OUTDOOR,-87.61843219,41.80521388,2531
1104,524,HARRIS (HARRIET),POINT (-87.60489798068063 41.78173673760086),FITNESS CENTER,INDOOR,-87.60489798,41.78173674,2532
1105,524,HARRIS (HARRIET),POINT (-87.60471883114481 41.781529491338716),GYMNASIUM,INDOOR,-87.60471883,41.78152949,2533
1106,524,HARRIS (HARRIET),POINT (-87.60502579205311 41.78187183230208),POOL (INDOOR),INDOOR,-87.60502579,41.78187183,2534
1107,524,HARRIS (HARRIET),POINT (-87.6045968035022 41.782105753076266),PLAYGROUND,OUTDOOR,-87.6045968,41.78210575,2535
1108,1225,HARRIS (RYAN) MEMORIAL,POINT (-87.64006584449692 41.771930305835795),PLAYGROUND,OUTDOOR,-87.64006584,41.77193031,2536
1109,1225,HARRIS (RYAN) MEMORIAL,POINT (-87.63986646345971 41.77211471569092),SPRAY FEATURE,OUTDOOR,-87.63986646,41.77211472,2537
1110,213,HARRISON (CARTER),POINT (-87.67161219196731 41.857426085120785),BASKETBALL COURT,OUTDOOR,-87.67161219,41.85742609,2538
1111,213,HARRISON (CARTER),POINT (-87.67187495169036 41.85741698367571),BASKETBALL COURT,OUTDOOR,-87.67187495,41.85741698,2539
1112,213,HARRISON (CARTER),POINT (-87.67471920291246 41.856840499151744),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.6747192,41.8568405,2540
1113,213,HARRISON (CARTER),POINT (-87.67185383616405 41.856985520377066),GYMNASIUM,INDOOR,-87.67185384,41.85698552,2541
1114,213,HARRISON (CARTER),POINT (-87.67173913702419 41.85673499150703),GYMNASTIC CENTER,INDOOR,-87.67173914,41.85673499,2542
1115,213,HARRISON (CARTER),POINT (-87.67225336760742 41.85709776099019),HORSESHOE COURT,OUTDOOR,-87.67225337,41.85709776,2543
1116,213,HARRISON (CARTER),POINT (-87.67223207469408 41.85679495419466),POOL (INDOOR),INDOOR,-87.67223207,41.85679496,2544
1117,213,HARRISON (CARTER),POINT (-87.67378645099507 41.85723691724417),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67378645,41.85723692,2545
1118,213,HARRISON (CARTER),POINT (-87.67324471725514 41.85745140119585),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67324472,41.8574514,2546
1119,213,HARRISON (CARTER),POINT (-87.67270583259587 41.85743972696216),BASEBALL SR,OUTDOOR,-87.67270583,41.85743973,2547
1120,213,HARRISON (CARTER),POINT (-87.67317552849107 41.85658592787949),BASEBALL SR,OUTDOOR,-87.67317553,41.85658593,2548
1121,213,HARRISON (CARTER),POINT (-87.67131358955827 41.85609225457375),PLAYGROUND,OUTDOOR,-87.67131359,41.85609226,2549
1122,213,HARRISON (CARTER),POINT (-87.67381810677479 41.85622872984048),BASEBALL SR,OUTDOOR,-87.67381811,41.85622873,2550
1123,213,HARRISON (CARTER),POINT (-87.67541554564743 41.85621135596318),BASEBALL SR,OUTDOOR,-87.67541555,41.85621136,2551
1126,213,HARRISON (CARTER),POINT (-87.67238599953902 41.85742523336235),TENNIS COURT,OUTDOOR,-87.672386,41.85742523,2554
1127,213,HARRISON (CARTER),POINT (-87.67220847867506 41.85742951914692),TENNIS COURT,OUTDOOR,-87.67220848,41.85742952,2555
1128,324,HARSH (VIVIAN G.),POINT (-87.59550717907217 41.81385390945481),PLAYGROUND PARK,OUTDOOR,-87.59550718,41.81385391,2556
1129,324,HARSH (VIVIAN G.),POINT (-87.59550519058782 41.81395596484387),SPRAY FEATURE,OUTDOOR,-87.59550519,41.81395597,2557
1130,1248,HARTIGAN (DAVID) BEACH,POINT (-87.65674341273439 42.00238439693291),BEACH,OUTDOOR,-87.65674341,42.0023844,2558
1131,1248,HARTIGAN (DAVID) BEACH,POINT (-87.65769376051867 42.00227200103774),PLAYGROUND,OUTDOOR,-87.65769376,42.002272,2559
1132,294,HASAN (ELLIOT),POINT (-87.56772978219502 41.7700550070132),PLAYGROUND PARK,OUTDOOR,-87.56772978,41.77005501,2560
1133,242,HAYES (FRANCIS),POINT (-87.69661313819705 41.74126301599396),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69661314,41.74126302,2561
1134,242,HAYES (FRANCIS),POINT (-87.6968851827908 41.74034535933822),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69688518,41.74034536,2562
1135,242,HAYES (FRANCIS),POINT (-87.69692506804584 41.739037539302615),FITNESS CENTER,INDOOR,-87.69692507,41.73903754,2563
1136,242,HAYES (FRANCIS),POINT (-87.69681678784227 41.739077342437724),GYMNASIUM,INDOOR,-87.69681679,41.73907734,2564
1137,242,HAYES (FRANCIS),POINT (-87.69732977103203 41.739024629700424),POOL (INDOOR),INDOOR,-87.69732977,41.73902463,2565
1138,242,HAYES (FRANCIS),POINT (-87.69630679959086 41.73985036484054),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6963068,41.73985037,2566
1139,242,HAYES (FRANCIS),POINT (-87.69634579602923 41.740709201826874),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6963458,41.7407092,2567
1140,242,HAYES (FRANCIS),POINT (-87.69599423099481 41.7412762783093),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69599423,41.74127628,2568
1141,242,HAYES (FRANCIS),POINT (-87.69743309899222 41.74051200072465),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6974331,41.740512,2569
1142,242,HAYES (FRANCIS),POINT (-87.69587776157991 41.7420783654427),PLAYGROUND,OUTDOOR,-87.69587776,41.74207837,2570
1143,242,HAYES (FRANCIS),POINT (-87.69587208356342 41.74196656105788),SPRAY FEATURE,OUTDOOR,-87.69587208,41.74196656,2571
1144,242,HAYES (FRANCIS),POINT (-87.69732348128422 41.74130904662657),BASEBALL SR,OUTDOOR,-87.69732348,41.74130905,2572
1145,242,HAYES (FRANCIS),POINT (-87.697380371344 41.7396683303141),BASEBALL SR,OUTDOOR,-87.69738037,41.73966833,2573
1146,242,HAYES (FRANCIS),POINT (-87.69792352593387 41.73936332807508),VOLLEYBALL,OUTDOOR,-87.69792353,41.73936333,2574
1147,417,HAZELNUT,POINT (-87.77409636923737 41.892475867597256),PLAYGROUND PARK,OUTDOOR,-87.77409637,41.89247587,2575
1148,1008,HERMITAGE,POINT (-87.66828980456103 41.78738149586722),BASKETBALL COURT,OUTDOOR,-87.6682898,41.7873815,2576
1149,1008,HERMITAGE,POINT (-87.66773673183027 41.78716984967229),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.66773673,41.78716985,2577
1150,1008,HERMITAGE,POINT (-87.66722030896139 41.78698944047968),BASEBALL JR/SOFTBALL,OUTDOOR,-87.66722031,41.78698944,2578
1151,1008,HERMITAGE,POINT (-87.66865579407417 41.787014849961324),PLAYGROUND,OUTDOOR,-87.66865579,41.78701485,2579
1152,1008,HERMITAGE,POINT (-87.66869301224517 41.78689225048245),SPRAY FEATURE,OUTDOOR,-87.66869301,41.78689225,2580
1153,1008,HERMITAGE,POINT (-87.66901381286304 41.78741987498345),VOLLEYBALL,OUTDOOR,-87.66901381,41.78741988,2581
1154,125,HERMOSA,POINT (-87.73985330499605 41.92181633576266),BASKETBALL COURT,OUTDOOR,-87.7398533,41.92181634,2582
1155,125,HERMOSA,POINT (-87.74075115098584 41.922022472584885),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.74075115,41.92202247,2583
1156,125,HERMOSA,POINT (-87.74049211450136 41.922358914511065),BASEBALL JR/SOFTBALL,OUTDOOR,-87.74049211,41.92235892,2584
1157,125,HERMOSA,POINT (-87.7398351145481 41.922243945461766),PLAYGROUND,OUTDOOR,-87.73983511,41.92224395,2585
1158,125,HERMOSA,POINT (-87.73948819629696 41.92244670541852),SPRAY FEATURE,OUTDOOR,-87.7394882,41.92244671,2586
1159,125,HERMOSA,POINT (-87.74112712029873 41.92177509481557),BASEBALL SR,OUTDOOR,-87.74112712,41.9217751,2587
1160,125,HERMOSA,POINT (-87.73961891915908 41.92177527609919),VOLLEYBALL,OUTDOOR,-87.73961892,41.92177528,2588
1161,229,HIAWATHA,POINT (-87.82516965198704 41.944031276202125),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.82516965,41.94403128,2589
1162,229,HIAWATHA,POINT (-87.82767308126088 41.94368350164006),FITNESS CENTER,INDOOR,-87.82767308,41.9436835,2590
1163,229,HIAWATHA,POINT (-87.82730964664171 41.94383791214675),GYMNASIUM,INDOOR,-87.82730965,41.94383791,2591
1164,229,HIAWATHA,POINT (-87.82767214286085 41.9434124645328),BOCCE COURT,SPECIAL,-87.82767214,41.94341247,2592
1165,229,HIAWATHA,POINT (-87.8280671186008 41.94322560317512),BASEBALL JR/SOFTBALL,OUTDOOR,-87.82806712,41.9432256,2593
1166,229,HIAWATHA,POINT (-87.82843574824298 41.94327490739587),PLAYGROUND,OUTDOOR,-87.82843575,41.94327491,2594
1167,229,HIAWATHA,POINT (-87.82642629073979 41.94341969892892),SPORT ROLLER COURT,OUTDOOR,-87.82642629,41.9434197,2595
1168,229,HIAWATHA,POINT (-87.82870557319735 41.94325490155655),SPRAY FEATURE,OUTDOOR,-87.82870557,41.9432549,2596
1169,229,HIAWATHA,POINT (-87.82449513680575 41.94353301333436),BASEBALL SR,OUTDOOR,-87.82449514,41.94353301,2597
1170,229,HIAWATHA,POINT (-87.82591456168558 41.943518102177904),BASEBALL SR,OUTDOOR,-87.82591456,41.9435181,2598
1171,229,HIAWATHA,POINT (-87.82450842236435 41.94453971221585),BASEBALL SR,OUTDOOR,-87.82450842,41.94453971,2599
1172,229,HIAWATHA,POINT (-87.82595071196435 41.94432887315944),BASEBALL SR,OUTDOOR,-87.82595071,41.94432887,2600
1173,229,HIAWATHA,POINT (-87.82630070139102 41.944044321043506),TENNIS COURT,OUTDOOR,-87.8263007,41.94404432,2601
1174,229,HIAWATHA,POINT (-87.82647101297022 41.94404507302394),TENNIS COURT,OUTDOOR,-87.82647101,41.94404507,2602
1175,299,HICKORY,POINT (-87.65809604723523 41.970164717391235),PLAYGROUND PARK,OUTDOOR,-87.65809605,41.97016472,2603
1176,387,HOARD (EDISON),POINT (-87.59882590244221 41.76394295144742),BASKETBALL COURT,OUTDOOR,-87.5988259,41.76394295,2604
1177,387,HOARD (EDISON),POINT (-87.59912038911258 41.763939229046564),BASKETBALL COURT,OUTDOOR,-87.59912039,41.76393923,2605
1178,387,HOARD (EDISON),POINT (-87.59833178394764 41.76351010379953),BASEBALL JR/SOFTBALL,OUTDOOR,-87.59833178,41.7635101,2606
1179,387,HOARD (EDISON),POINT (-87.59906508578158 41.76353721163568),PLAYGROUND,OUTDOOR,-87.59906509,41.76353721,2607
1180,387,HOARD (EDISON),POINT (-87.59903135083603 41.76365095610565),SPRAY FEATURE,OUTDOOR,-87.59903135,41.76365096,2608
1181,325,HOLLY,POINT (-87.60357716415096 41.82046188447197),PLAYGROUND PARK,OUTDOOR,-87.60357716,41.82046189,2609
1182,325,HOLLY,POINT (-87.60324808038456 41.820554719770556),SPRAY FEATURE,OUTDOOR,-87.60324808,41.82055472,2610
1183,75,HOLLYWOOD,POINT (-87.71109725989739 41.989159172133746),BASKETBALL COURT,OUTDOOR,-87.71109726,41.98915917,2611
1184,75,HOLLYWOOD,POINT (-87.71110463054914 41.98963680479091),BASEBALL JR/SOFTBALL,OUTDOOR,-87.71110463,41.98963681,2612
1185,75,HOLLYWOOD,POINT (-87.71179768757295 41.99007106588192),BASEBALL JR/SOFTBALL,OUTDOOR,-87.71179769,41.99007107,2613
1186,75,HOLLYWOOD,POINT (-87.71093912198621 41.98873229273415),PLAYGROUND,OUTDOOR,-87.71093912,41.98873229,2614
1187,75,HOLLYWOOD,POINT (-87.7111658226867 41.98890841427951),SPRAY FEATURE,OUTDOOR,-87.71116582,41.98890842,2615
1188,75,HOLLYWOOD,POINT (-87.71239898898364 41.98912361815381),TENNIS COURT,OUTDOOR,-87.71239899,41.98912362,2616
1189,203,HOLSTEIN,POINT (-87.68530249137518 41.92171953948765),GYMNASIUM,INDOOR,-87.68530249,41.92171954,2617
1190,203,HOLSTEIN,POINT (-87.68509851625976 41.92198798083991),POOL (OUTDOOR),OUTDOOR,-87.68509852,41.92198798,2618
1191,203,HOLSTEIN,POINT (-87.68500274641823 41.922417335667504),PLAYGROUND,OUTDOOR,-87.68500275,41.92241734,2619
1192,203,HOLSTEIN,POINT (-87.68490412808328 41.92145583593858),BASEBALL SR,OUTDOOR,-87.68490413,41.92145584,2620
1193,203,HOLSTEIN,POINT (-87.68486454664419 41.922149271021894),SPRAY FEATURE,OUTDOOR,-87.68486455,41.92214927,2621
1194,1108,HOMAN (JOSEPH),POINT (-87.71045056354207 41.852257323949544),PLAYGROUND PARK,OUTDOOR,-87.71045056,41.85225732,2622
1195,351,HONEYSUCKLE,POINT (-87.60990004245139 41.810146086114784),PLAYGROUND PARK,OUTDOOR,-87.60990004,41.81014609,2623
1196,1035,HORAN (ALBERT),POINT (-87.70322393416129 41.875661974830756),BASKETBALL COURT,OUTDOOR,-87.70322393,41.87566198,2624
1197,1035,HORAN (ALBERT),POINT (-87.70453462461545 41.87562958958632),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70453462,41.87562959,2625
1198,1035,HORAN (ALBERT),POINT (-87.70267203768188 41.875701812511835),PLAYGROUND,OUTDOOR,-87.70267204,41.87570181,2626
1199,1035,HORAN (ALBERT),POINT (-87.70239909058849 41.875640959110484),SPRAY FEATURE,OUTDOOR,-87.70239909,41.87564096,2627
1200,353,HORNBEAM,POINT (-87.72058354475516 41.86187274516598),PLAYGROUND PARK,OUTDOOR,-87.72058354,41.86187275,2628
1201,353,HORNBEAM,POINT (-87.7204411789694 41.86197650116683),SPRAY FEATURE,OUTDOOR,-87.72044118,41.8619765,2629
1202,228,HORNER (HENRY),POINT (-87.69646966599989 41.960882387368315),BASKETBALL COURT,OUTDOOR,-87.69646967,41.96088239,2630
1203,228,HORNER (HENRY),POINT (-87.69673477056729 41.96087443842353),BASKETBALL COURT,OUTDOOR,-87.69673477,41.96087444,2631
1204,228,HORNER (HENRY),POINT (-87.69635954254956 41.95819308410002),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69635954,41.95819308,2632
1205,228,HORNER (HENRY),POINT (-87.69620726720413 41.955487111854566),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69620727,41.95548711,2633
1207,228,HORNER (HENRY),POINT (-87.69763884125429 41.9606214792667),GYMNASIUM,INDOOR,-87.69763884,41.96062148,2635
1208,228,HORNER (HENRY),POINT (-87.69730541657385 41.958061203371436),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69730542,41.9580612,2636
1209,228,HORNER (HENRY),POINT (-87.69713743408953 41.9584558864629),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69713743,41.95845589,2637
1210,228,HORNER (HENRY),POINT (-87.69593627837072 41.95868470888298),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69593628,41.95868471,2638
1211,228,HORNER (HENRY),POINT (-87.69544845516356 41.95824870782962),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69544846,41.95824871,2639
1212,228,HORNER (HENRY),POINT (-87.69541914582904 41.957391379857484),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69541915,41.95739138,2640
1213,228,HORNER (HENRY),POINT (-87.69542205780232 41.957099394801844),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69542206,41.9570994,2641
1214,228,HORNER (HENRY),POINT (-87.69539256248669 41.95626090502314),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69539256,41.95626091,2642
1215,228,HORNER (HENRY),POINT (-87.69537004987224 41.955987617139236),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69537005,41.95598762,2643
1216,228,HORNER (HENRY),POINT (-87.69555544300043 41.95511264320653),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69555544,41.95511264,2644
1217,228,HORNER (HENRY),POINT (-87.69797943673422 41.96008068488788),PLAYGROUND,OUTDOOR,-87.69797944,41.96008069,2645
1218,228,HORNER (HENRY),POINT (-87.69676727636498 41.95507227241527),BASEBALL SR,OUTDOOR,-87.69676728,41.95507227,2646
1219,228,HORNER (HENRY),POINT (-87.69710569641765 41.95657183190159),BASEBALL SR,OUTDOOR,-87.6971057,41.95657183,2647
1220,228,HORNER (HENRY),POINT (-87.69605294046681 41.960908332656246),TENNIS COURT,OUTDOOR,-87.69605294,41.96090833,2648
1221,228,HORNER (HENRY),POINT (-87.69572483290739 41.96090651089673),TENNIS COURT,OUTDOOR,-87.69572483,41.96090651,2649
1222,228,HORNER (HENRY),POINT (-87.6978004418406 41.95904356088721),TENNIS COURT,OUTDOOR,-87.69780044,41.95904356,2650
1223,228,HORNER (HENRY),POINT (-87.69761106122323 41.95905193163595),TENNIS COURT,OUTDOOR,-87.69761106,41.95905193,2651
1224,228,HORNER (HENRY),POINT (-87.69622961359504 41.960909313214295),TENNIS COURT,OUTDOOR,-87.69622961,41.96090931,2652
1225,228,HORNER (HENRY),POINT (-87.69590159989367 41.96089807323721),TENNIS COURT,OUTDOOR,-87.6959016,41.96089807,2653
1226,278,"HOUSTON (JESSIE ""MA"")",POINT (-87.6056288799012 41.80355685733012),BASKETBALL COURT,OUTDOOR,-87.60562888,41.80355686,2654
1227,278,"HOUSTON (JESSIE ""MA"")",POINT (-87.60536516110128 41.803561989450415),BASKETBALL COURT,OUTDOOR,-87.60536516,41.80356199,2655
1228,278,"HOUSTON (JESSIE ""MA"")",POINT (-87.6047345597901 41.80385050761709),PLAYGROUND,OUTDOOR,-87.60473456,41.80385051,2656
1229,1256,HOWARD (URE) BEACH,POINT (-87.66391454785986 42.018863532398186),BEACH,OUTDOOR,-87.66391455,42.01886353,2657
1230,1256,HOWARD (URE) BEACH,POINT (-87.66424860204621 42.01907478551968),PLAYGROUND,OUTDOOR,-87.6642486,42.01907479,2658
1231,1036,HOYNE (THOMAS),POINT (-87.67851427634841 41.831275250729),BASKETBALL COURT,OUTDOOR,-87.67851428,41.83127525,2659
1232,1036,HOYNE (THOMAS),POINT (-87.67812366342872 41.83183543694396),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.67812366,41.83183544,2660
1233,1036,HOYNE (THOMAS),POINT (-87.67851267639307 41.83164046724863),BASEBALL JR/SOFTBALL,OUTDOOR,-87.67851268,41.83164047,2661
1234,1036,HOYNE (THOMAS),POINT (-87.6787647022565 41.83128620561536),PLAYGROUND,OUTDOOR,-87.6787647,41.83128621,2662
1235,1036,HOYNE (THOMAS),POINT (-87.67874134303554 41.831911720448),VOLLEYBALL,OUTDOOR,-87.67874134,41.83191172,2663
1236,1109,HUBBARD (GURDON),POINT (-87.75013514362149 41.88898443988198),BASKETBALL COURT,OUTDOOR,-87.75013514,41.88898444,2664
1237,1109,HUBBARD (GURDON),POINT (-87.74983728677442 41.888816599583265),PLAYGROUND,OUTDOOR,-87.74983729,41.8888166,2665
1238,336,HUCKLEBERRY,POINT (-87.59523562701584 41.78220632266265),PLAYGROUND PARK,OUTDOOR,-87.59523563,41.78220632,2666
1240,1121,HUMBERT (JAMES),POINT (-87.64299257942974 41.83834694823104),PLAYGROUND PARK,OUTDOOR,-87.64299258,41.83834695,2668
1241,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70307103665186 41.90090963247306),ARTIFICIAL TURF FIELD,OUTDOOR,-87.70307104,41.90090963,2669
1242,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70511676712466 41.90013675718974),BASKETBALL COURT,OUTDOOR,-87.70511677,41.90013676,2670
1243,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70486460477154 41.90014793082408),BASKETBALL COURT,OUTDOOR,-87.7048646,41.90014793,2671
1244,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69979417507209 41.90920486425494),BASKETBALL COURT,OUTDOOR,-87.69979418,41.90920487,2672
1245,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70370289262134 41.90636508140679),BEACH,OUTDOOR,-87.70370289,41.90636508,2673
1246,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69887351094104 41.90683123361807),CASTING PIER,OUTDOOR,-87.69887351,41.90683123,2674
1247,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70309497400527 41.907158857765275),FITNESS CENTER,INDOOR,-87.70309497,41.90715886,2675
1248,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70291210557673 41.90382750405302),GARDEN,OUTDOOR,-87.70291211,41.9038275,2676
1249,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69936549498179 41.90636318593826),GARDEN,OUTDOOR,-87.69936549,41.90636319,2677
1250,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70268407399695 41.907064310002255),GYMNASIUM,INDOOR,-87.70268407,41.90706431,2678
1251,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70379437592098 41.9090269727589),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70379438,41.90902697,2679
1252,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70336640524557 41.90896813397571),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70336641,41.90896813,2680
1253,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70203548225237 41.90844612244031),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70203548,41.90844612,2681
1254,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70255284827132 41.90795937020032),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70255285,41.90795937,2682
1255,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70359307347694 41.90813455470415),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70359307,41.90813456,2683
1256,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70523540361364 41.90603452311208),BASEBALL SR,OUTDOOR,-87.7052354,41.90603452,2684
1257,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70137400875369 41.90462928902933),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70137401,41.90462929,2685
1258,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70069407399505 41.90456277618726),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70069407,41.90456278,2686
